,,,The predicted value of target variable from ML model,,,August Grade 1 is School month 1,Percentile based on a distribution and estimated parameters
Grade,pupilId,screeningId,WCPM_aloud_pred,date,Screening month,School month,Percentile
2,703cb5a2-6c27-4d38-9f7c-907946b20d06,b605ebdb-09d5-44ef-908c-1e2585478eb2,50.10416,Recording date: 2019-06-03 (UTC),6,23,11
2,a2b2175b-5866-48ad-9d6d-2b7061c26fd4,09322011-743a-4c98-8093-c233dc633d54,82.87957,Recording date: 2019-02-05 (UTC),2,19,50
2,a2b2175b-5866-48ad-9d6d-2b7061c26fd4,c0f8f7b7-2bf0-42c3-9ba8-4dc1107d4ef4,69.10754,Recording date: 2018-10-23 (UTC),10,15,56
2,a2b2175b-5866-48ad-9d6d-2b7061c26fd4,d58da205-2213-4a77-8578-753844dc7647,107.4804,Recording date: 2019-06-03 (UTC),6,23,56
2,af963294-0496-4b9b-96ab-c86d3dfc9b8f,2fda64b9-9972-4c94-88c4-d2fb965edf69,94.705376,Recording date: 2018-10-22 (UTC),10,15,80
2,af963294-0496-4b9b-96ab-c86d3dfc9b8f,b6ff3524-6153-4e96-8b89-ddb7ddb8de3e,107.16431,Recording date: 2019-06-03 (UTC),6,23,55
2,b60b2413-3580-4e71-8795-8ee1870f446a,c9b4c377-c26f-429f-871e-c3dadff05291,61.016434,Recording date: 2019-02-06 (UTC),2,19,29
2,b60b2413-3580-4e71-8795-8ee1870f446a,f741f8f2-f243-4b07-b31d-c5556de96553,63.6099,Recording date: 2018-10-22 (UTC),10,15,50
2,d1d3dd5c-172d-43b4-aed2-658e6ba961da,8b85775d-fa14-4925-a44e-80bc5009c88c,9.980064,Recording date: 2018-10-23 (UTC),10,15,8
2,d1d3dd5c-172d-43b4-aed2-658e6ba961da,bce7cbb5-a1e9-463a-824f-e92eb43efee5,8.342344,Recording date: 2019-02-05 (UTC),2,19,4
2,d1d3dd5c-172d-43b4-aed2-658e6ba961da,f88e1c90-8a52-4298-9d1f-f3c2278bd038,13.851534,Recording date: 2019-06-03 (UTC),6,23,2
2,d37a7397-3f47-41be-a5f1-b3e30d379691,9f8b8d0d-69d2-449b-8fcf-af7879aeba33,104.24628,Recording date: 2019-02-05 (UTC),2,19,70
2,d37a7397-3f47-41be-a5f1-b3e30d379691,ae34d863-1353-4a57-a34a-dbb0f27f2f80,98.21139,Recording date: 2019-06-03 (UTC),6,23,47
2,d37a7397-3f47-41be-a5f1-b3e30d379691,b4355285-b077-4064-bb78-644f342a18a3,74.64505,Recording date: 2018-10-23 (UTC),10,15,61
2,e21910fd-5c55-423a-bbd0-de3b5f669b58,359e6115-a89b-4389-93bd-72066fe47289,10.458802,Recording date: 2018-10-22 (UTC),10,15,8
2,e21910fd-5c55-423a-bbd0-de3b5f669b58,44aaacc6-751d-4d08-bd5b-7c14e42c4010,14.962331,Recording date: 2019-02-06 (UTC),2,19,5
2,e21910fd-5c55-423a-bbd0-de3b5f669b58,d8490acc-c07b-48cf-8bc6-3e6ef661f5e3,9.561737,Recording date: 2019-06-03 (UTC),6,23,2
2,e79c33f1-2278-4c5c-9199-c3a64bdbba71,53817299-4ff1-4663-846e-94918c00149d,116.03373,Recording date: 2019-02-05 (UTC),2,19,79
2,e79c33f1-2278-4c5c-9199-c3a64bdbba71,55c2e1fa-f128-448d-9c71-ed2f60d0058b,111.63557,Recording date: 2018-10-23 (UTC),10,15,90
2,e79c33f1-2278-4c5c-9199-c3a64bdbba71,790f5215-561d-4ffc-9808-9018a24a5a25,151.78024,Recording date: 2019-06-03 (UTC),6,23,89
2,022c7588-191c-45ea-bda0-28f94859809e,7ef59e43-e0c7-4f98-b836-e1843a5ea110,79.974495,Recording date: 2019-02-05 (UTC),2,19,47
2,022c7588-191c-45ea-bda0-28f94859809e,a300622c-4158-4e1e-a0c9-898f193a8a76,91.935074,Recording date: 2018-10-22 (UTC),10,15,78
2,3001c9e5-e224-4c9d-a670-d9b333d45697,446423c5-1ef6-4e2b-9a06-bf6dcf26dacb,24.445862,Recording date: 2018-10-22 (UTC),10,15,15
2,3001c9e5-e224-4c9d-a670-d9b333d45697,cbbdb662-3763-4197-ad9a-be2e6caa72f9,55.621376,Recording date: 2019-02-06 (UTC),2,19,25
2,3b32fa94-70a0-48b8-b86d-e0aa84ed5c21,0c1c427a-3948-4898-88f4-0fc88e2d7145,58.696846,Recording date: 2018-10-22 (UTC),10,15,44
2,3b32fa94-70a0-48b8-b86d-e0aa84ed5c21,77e0ece6-9a69-4b99-8f43-28abae4dad95,84.93461,Recording date: 2019-02-05 (UTC),2,19,52
2,bf601eab-7b35-4521-8e90-1b022b0bf7f8,56b21348-ec7d-4b70-a608-c2cae9922372,143.07349,Recording date: 2019-02-05 (UTC),2,19,93
2,bf601eab-7b35-4521-8e90-1b022b0bf7f8,62d53abe-05a7-4315-93b2-004c8c626382,89.06707,Recording date: 2018-10-22 (UTC),10,15,75
2,cc7bebfa-746e-4ec3-a3d5-4b0547dde7c2,04af9b92-eb23-415d-a1eb-196c91cf45c6,109.76323,Recording date: 2019-02-05 (UTC),2,19,75
2,cc7bebfa-746e-4ec3-a3d5-4b0547dde7c2,d7632a6f-b489-4ab7-88a6-94d8944a6884,86.30448,Recording date: 2018-10-22 (UTC),10,15,73
2,e98c9577-ee88-4e41-abff-633730794b86,4656114f-dc32-4654-8abc-2265c03fadd6,35.853508,Recording date: 2018-10-22 (UTC),10,15,23
2,e98c9577-ee88-4e41-abff-633730794b86,6133dbf3-06d4-440b-813b-3b1fdf664458,80.143585,Recording date: 2019-02-05 (UTC),2,19,47
2,ed77b75f-56b7-49dd-abcf-c2c3a9cb95f8,2a1441da-8f1c-44a0-b3f4-9e9f8410df81,39.510593,Recording date: 2018-10-22 (UTC),10,15,26
2,ed77b75f-56b7-49dd-abcf-c2c3a9cb95f8,d7670d2c-86e9-4e54-9129-69f2964d371b,90.57125,Recording date: 2019-02-06 (UTC),2,19,57
2,28253192-1a28-43cd-91ca-720aaf162f3d,c650f58a-6a0e-476b-8ccb-ea65fbfe2cb0,35.968014,Recording date: 2018-11-07 (UTC),11,16,19
2,24a41087-138d-40a9-8dc6-53a9097d8e18,a64f9e00-e4e1-4953-b696-db0cbe2d811f,124.20682,Recording date: 2019-06-05 (UTC),6,23,71
2,c1ab8431-68fe-4a49-bcc6-b482b74e348c,68e7e153-873b-4114-a64d-49b537733762,124.19695,Recording date: 2019-06-05 (UTC),6,23,71
2,c1ab8431-68fe-4a49-bcc6-b482b74e348c,dcb60ae0-58fd-418b-b540-284f834578a5,131.69304,Recording date: 2019-04-09 (UTC),4,21,83
2,c1ab8431-68fe-4a49-bcc6-b482b74e348c,dcb60ae0-58fd-418b-b540-284f834578a5,104.13201,Recording date: 2019-04-09 (UTC),4,21,61
2,7e4d4756-38c3-46de-9e52-e7d2f3617602,6c49695b-2552-4d63-9439-f7a9e5091f09,155.29793,Recording date: 2019-06-04 (UTC),6,23,90
2,03e8f22f-6f64-4085-bd8a-1010b40a85e0,0b591409-5ef4-4580-b2f9-41e7e1ead74a,41.580124,Recording date: 2019-05-30 (UTC),5,22,10
2,03e8f22f-6f64-4085-bd8a-1010b40a85e0,8dc59025-4dcd-4a90-8354-2e4bd26c4d1b,27.801535,Recording date: 2018-11-07 (UTC),11,16,14
2,03e8f22f-6f64-4085-bd8a-1010b40a85e0,9019ecd3-0185-47a6-95f8-96f7e3200bdd,33.56025,Recording date: 2019-02-26 (UTC),2,19,11
2,05de9603-0e71-4fbd-af0e-f43ccae2cd4b,4522d511-25b2-4751-b2d1-6998657823ea,80.44718,Recording date: 2019-02-25 (UTC),2,19,47
2,05de9603-0e71-4fbd-af0e-f43ccae2cd4b,9019b2cd-c8eb-4b52-ae8e-5aa930401300,109.73284,Recording date: 2019-05-30 (UTC),5,22,62
2,05de9603-0e71-4fbd-af0e-f43ccae2cd4b,917878b5-5723-4890-8de2-4cd10c9f57aa,97.47687,Recording date: 2018-11-07 (UTC),11,16,78
2,06a46ade-78f0-41fe-9c1d-153176c9d257,a91c63dd-4653-43c4-bd53-89830746a0c8,56.38626,Recording date: 2018-11-07 (UTC),11,16,37
2,06a46ade-78f0-41fe-9c1d-153176c9d257,dbdee8d9-87ef-4348-99dd-353190e5d850,86.7377,Recording date: 2019-06-05 (UTC),6,23,36
2,06a46ade-78f0-41fe-9c1d-153176c9d257,e8add2ce-682e-40ce-9b55-c0debbca9716,72.606476,Recording date: 2019-02-25 (UTC),2,19,40
2,06d61429-86db-4760-b5af-905df95623d3,5dbda2e9-a79d-4d9f-964d-a4bf47bf5d6b,37.90308,Recording date: 2019-02-25 (UTC),2,19,14
2,06d61429-86db-4760-b5af-905df95623d3,a9da6cae-7098-434a-97a6-43f9111050f8,59.406757,Recording date: 2018-11-07 (UTC),11,16,40
2,06d61429-86db-4760-b5af-905df95623d3,fecdac50-4d28-47a8-aea9-91052c007165,70.81504,Recording date: 2019-05-30 (UTC),5,22,27
2,1265f182-a08f-489f-b4eb-54a6173c96e1,2730570e-57b8-4ccb-b9c7-e8b6889203bc,98.07583,Recording date: 2019-06-04 (UTC),6,23,47
2,1265f182-a08f-489f-b4eb-54a6173c96e1,639713ad-5ff0-482d-be7a-0383039cd998,58.86173,Recording date: 2019-02-25 (UTC),2,19,28
2,1265f182-a08f-489f-b4eb-54a6173c96e1,ef6cff3b-0620-45f1-8624-21acfbe62932,73.572395,Recording date: 2018-11-07 (UTC),11,16,55
2,22ac3e1c-f2c3-4f4b-9be4-15c3bf8dd535,0e7c4506-3fd3-4052-87d6-1f243ed7feab,140.50333,Recording date: 2019-02-25 (UTC),2,19,92
2,22ac3e1c-f2c3-4f4b-9be4-15c3bf8dd535,9d6a4ff2-a1cd-491e-86be-27fe647dcf7e,135.31311,Recording date: 2018-11-07 (UTC),11,16,97
2,22ac3e1c-f2c3-4f4b-9be4-15c3bf8dd535,f6c1afee-c637-461b-980e-3c25dcf71c97,144.4601,Recording date: 2019-05-30 (UTC),5,22,87
2,2381ec2f-dae6-4f56-8601-098d2e168e0b,20c5d9ed-7343-4ce2-b595-4cff86fbf352,12.674513,Recording date: 2019-02-25 (UTC),2,19,5
2,2381ec2f-dae6-4f56-8601-098d2e168e0b,78b4102c-540c-4c95-978d-6c682e8ba2eb,13.396372,Recording date: 2018-11-07 (UTC),11,16,7
2,2381ec2f-dae6-4f56-8601-098d2e168e0b,cb68d3ab-d8ac-4661-a6f4-9afe136b610d,19.737822,Recording date: 2019-05-30 (UTC),5,22,4
2,27144075-884f-4ef3-997f-a1bc66f5ee24,290b5d94-c2ec-444b-af35-87a6be4c0e88,11.284435,Recording date: 2019-02-25 (UTC),2,19,4
2,27144075-884f-4ef3-997f-a1bc66f5ee24,7e86f852-0858-4306-b095-f8426146aced,5.3343215,Recording date: 2018-11-07 (UTC),11,16,5
2,27144075-884f-4ef3-997f-a1bc66f5ee24,9cf1dc9c-eb71-4540-b0d4-1a9ef6cf4a92,20.588293,Recording date: 2019-06-04 (UTC),6,23,3
2,348c0d62-a859-48c6-848a-bf002317ea86,201b89ae-1e7f-493f-be52-112dee6d5585,14.116521,Recording date: 2019-02-26 (UTC),2,19,5
2,348c0d62-a859-48c6-848a-bf002317ea86,88dc05da-241a-42d8-b32e-de6816163a8c,18.552607,Recording date: 2019-05-30 (UTC),5,22,4
2,348c0d62-a859-48c6-848a-bf002317ea86,e9a7ec61-6de0-49eb-8465-b5532db1ee7b,37.099514,Recording date: 2018-11-07 (UTC),11,16,20
2,37d10ea0-d910-4247-9a05-dd5f25c44ede,5d0ee7bc-6dbf-45ab-8fc4-5e31f5c3ea44,161.66173,Recording date: 2019-03-12 (UTC),3,20,97
2,37d10ea0-d910-4247-9a05-dd5f25c44ede,929ca669-15f4-4c31-8a6d-123c92f23c84,87.11327,Recording date: 2018-11-07 (UTC),11,16,69
2,399cb23f-9bec-43a0-a0b3-d529ed07d500,560a915c-441f-4008-b3af-9d76e7ae7af8,7.0293226,Recording date: 2019-03-12 (UTC),3,20,3
2,399cb23f-9bec-43a0-a0b3-d529ed07d500,9459961d-36da-47ab-ba2c-60bfeb8c0bf1,24.298979,Recording date: 2019-06-04 (UTC),6,23,4
2,399cb23f-9bec-43a0-a0b3-d529ed07d500,b40494f0-b41f-4413-bd11-e9877bdc35dc,4.9620442,Recording date: 2018-11-07 (UTC),11,16,5
2,3aaf3c7e-e09f-4171-8fac-2c13f07ddd4e,4a1364b8-38f3-4412-bd05-2fd9b9a6f852,15.319219,Recording date: 2018-11-07 (UTC),11,16,8
2,3aaf3c7e-e09f-4171-8fac-2c13f07ddd4e,e55696bd-3c42-4710-92cf-5771c66f6ae6,9.122862,Recording date: 2019-02-25 (UTC),2,19,4
2,4db52cf7-3e03-4bc0-996a-2d321d4c64bc,71c7d1c2-f812-4afe-a2bd-cf845c47f5f9,30.187267,Recording date: 2018-11-07 (UTC),11,16,15
2,4db52cf7-3e03-4bc0-996a-2d321d4c64bc,799e1fde-b805-4485-9f2b-d9b9e6f2faef,31.662485,Recording date: 2019-06-04 (UTC),6,23,5
2,4db52cf7-3e03-4bc0-996a-2d321d4c64bc,9f50a823-3dc0-4ade-b094-7fff16b201a6,18.758915,Recording date: 2019-02-25 (UTC),2,19,6
2,6b0021fa-4256-4d5b-9ece-ec9e43bb7604,19854528-89db-4d3d-844a-17cf7a7bd380,95.22822,Recording date: 2019-06-04 (UTC),6,23,44
2,6b0021fa-4256-4d5b-9ece-ec9e43bb7604,6317cb07-15d2-4463-87b1-2e3e4015e42c,30.930656,Recording date: 2019-02-25 (UTC),2,19,10
2,6b0021fa-4256-4d5b-9ece-ec9e43bb7604,9946c6cf-563a-43d7-8e4d-59ab546d9f28,49.935837,Recording date: 2018-11-08 (UTC),11,16,31
2,7e4d4756-38c3-46de-9e52-e7d2f3617602,6c49695b-2552-4d63-9439-f7a9e5091f09,184.42369,Recording date: 2019-02-25 (UTC),2,19,100
2,7e4d4756-38c3-46de-9e52-e7d2f3617602,6c49695b-2552-4d63-9439-f7a9e5091f09,20.023127,Recording date: 2019-02-25 (UTC),2,19,6
2,7e4d4756-38c3-46de-9e52-e7d2f3617602,6c49695b-2552-4d63-9439-f7a9e5091f09,155.29793,Recording date: 2019-06-04 (UTC),6,23,90
2,7e4d4756-38c3-46de-9e52-e7d2f3617602,6c49695b-2552-4d63-9439-f7a9e5091f09,155.29793,Recording date: 2019-06-04 (UTC),6,23,90
2,7e4d4756-38c3-46de-9e52-e7d2f3617602,ed7b956a-d1e3-4bbe-9307-4db0e3549b5f,143.30429,Recording date: 2018-11-07 (UTC),11,16,98
2,7e8df91e-9d7a-4eeb-8918-7f1a8a6fefd1,8f0a8803-d689-4422-8893-26d43b44ad76,50.392574,Recording date: 2018-11-07 (UTC),11,16,31
2,7e8df91e-9d7a-4eeb-8918-7f1a8a6fefd1,aeed9688-a0b4-41a8-b437-8f67428af426,34.662075,Recording date: 2019-02-25 (UTC),2,19,12
2,d3d0f5f1-a283-4d45-a717-4df13c573af7,84e8e772-1327-402f-8ec6-93b9d38719fb,107.38764,Recording date: 2019-06-04 (UTC),6,23,56
2,803d07e8-27de-4818-a986-7ea26eed175b,8d7b302e-3f3c-422b-85b2-0c2afb9f6384,48.922886,Recording date: 2018-11-07 (UTC),11,16,30
2,803d07e8-27de-4818-a986-7ea26eed175b,f1fa1a0a-f45b-471d-acd9-f4dd37c267e7,75.67357,Recording date: 2019-02-25 (UTC),2,19,43
2,890e5c71-a548-4d2c-b71a-c44cdae9c330,539ba912-f411-496f-b100-650bf2d76b62,74.029434,Recording date: 2019-05-30 (UTC),5,22,29
2,890e5c71-a548-4d2c-b71a-c44cdae9c330,cc5c28f8-a26d-40fd-a7a3-ef46ae927d65,11.655651,Recording date: 2019-02-25 (UTC),2,19,4
2,890e5c71-a548-4d2c-b71a-c44cdae9c330,ffdfc0b1-a0a1-4620-af17-1c04affa3850,29.681702,Recording date: 2018-11-07 (UTC),11,16,15
2,98da53e1-1329-4a01-b7ba-bf5becab83c6,749d7830-c09e-4467-8172-cd863949c8ed,39.620396,Recording date: 2019-02-25 (UTC),2,19,14
2,98da53e1-1329-4a01-b7ba-bf5becab83c6,f3c8e096-cd1b-46d1-aa5e-136fed86c185,97.06222,Recording date: 2019-05-30 (UTC),5,22,50
2,98da53e1-1329-4a01-b7ba-bf5becab83c6,f9fbf3a3-e528-4360-b9ef-5bcb04141062,43.76372,Recording date: 2018-11-07 (UTC),11,16,25
2,ad3f8630-e110-4523-8684-48354da9e636,2b89e5e6-20d2-4f06-8da0-1b85434742ea,25.729578,Recording date: 2018-11-07 (UTC),11,16,13
2,b414dc6d-2705-45e3-9611-ba1fe0e053c9,bee6d063-dd0b-43e1-a5f7-d06a71d5cbad,90.57171,Recording date: 2019-05-30 (UTC),5,22,44
2,b414dc6d-2705-45e3-9611-ba1fe0e053c9,ffe84f97-f424-4402-91a0-03c4f2a5d22a,99.23829,Recording date: 2019-02-25 (UTC),2,19,66
2,b414dc6d-2705-45e3-9611-ba1fe0e053c9,ffecf9c8-9b66-4a6b-8876-24590fd7ba3b,71.23199,Recording date: 2018-11-07 (UTC),11,16,53
2,bbc9254f-3ba0-4f84-bd50-82c9a34983f2,4b5edafb-7fc1-49fc-8ae8-99e96638d09d,29.86947,Recording date: 2019-06-05 (UTC),6,23,5
2,bbc9254f-3ba0-4f84-bd50-82c9a34983f2,a2455423-c191-49c1-bd76-83f1cf31b837,4.6605134,Recording date: 2018-11-07 (UTC),11,16,5
2,bbc9254f-3ba0-4f84-bd50-82c9a34983f2,aafb4891-b6ec-4589-90e7-5abdc44e7b88,26.484894,Recording date: 2019-02-25 (UTC),2,19,8
2,beef34a8-06e3-4277-a119-eb1dfcfa2514,65e024aa-9d1e-4704-9613-8f104b4fe45a,24.173843,Recording date: 2019-06-04 (UTC),6,23,4
2,beef34a8-06e3-4277-a119-eb1dfcfa2514,a52c790c-cfae-4caf-8d30-c81fde3e51d4,15.7432165,Recording date: 2018-11-07 (UTC),11,16,8
2,beef34a8-06e3-4277-a119-eb1dfcfa2514,be3714fb-1990-4820-beb4-8684f3442a31,13.583807,Recording date: 2019-02-25 (UTC),2,19,5
2,c3f75079-2505-47b4-9a28-a92e73646fc3,409d7d3b-6841-4d7e-8b22-214d73ed8a66,91.72147,Recording date: 2019-05-30 (UTC),5,22,45
2,c3f75079-2505-47b4-9a28-a92e73646fc3,9f5b4989-a537-44e5-851d-8b89aa2f0330,75.18846,Recording date: 2018-11-07 (UTC),11,16,57
2,c3f75079-2505-47b4-9a28-a92e73646fc3,dd4fe8d9-49ab-4894-9235-59b78bb1ff41,96.23859,Recording date: 2019-02-25 (UTC),2,19,63
2,c7e7901e-add6-4b2a-8648-b383c5263a2f,17ace7ad-4a10-48e1-bb8b-e5ebcb039e69,106.5875,Recording date: 2018-11-07 (UTC),11,16,85
2,c7e7901e-add6-4b2a-8648-b383c5263a2f,35fef503-af3c-4ec8-8c31-4705866f9d75,102.21982,Recording date: 2019-02-25 (UTC),2,19,68
2,c7e7901e-add6-4b2a-8648-b383c5263a2f,38a6dbac-c9c3-42d3-8d1f-127bf6fa0cc6,130.36894,Recording date: 2019-06-07 (UTC),6,23,76
2,d04392c7-e36b-4c9e-9ede-6b2cce85798b,81c61437-65ae-4fb0-bbb5-189568f0b182,29.928345,Recording date: 2019-06-04 (UTC),6,23,5
2,d04392c7-e36b-4c9e-9ede-6b2cce85798b,8772943f-0acb-4828-99ec-653198764481,6.9450197,Recording date: 2019-02-25 (UTC),2,19,3
2,d04392c7-e36b-4c9e-9ede-6b2cce85798b,a5efd03b-84ed-408b-b5d3-f4b4fb244dbd,14.561863,Recording date: 2018-11-07 (UTC),11,16,7
2,d3d0f5f1-a283-4d45-a717-4df13c573af7,41eeef04-1847-42b0-80b4-cf70cfa100c7,63.653183,Recording date: 2018-11-07 (UTC),11,16,45
2,d3d0f5f1-a283-4d45-a717-4df13c573af7,84e8e772-1327-402f-8ec6-93b9d38719fb,107.38764,Recording date: 2019-06-04 (UTC),6,23,56
2,d3d0f5f1-a283-4d45-a717-4df13c573af7,84e8e772-1327-402f-8ec6-93b9d38719fb,78.959625,Recording date: 2019-06-07 (UTC),6,23,30
2,d3d0f5f1-a283-4d45-a717-4df13c573af7,b58876c5-65dc-408e-aeac-31cb72107f11,78.37943,Recording date: 2019-02-26 (UTC),2,19,45
2,dc5da1d2-374c-48c8-823d-9fca3f1cc7c5,1c80afeb-07fc-473f-b9e0-ce9de9bdea3b,100.25829,Recording date: 2019-03-12 (UTC),3,20,62
2,dc5da1d2-374c-48c8-823d-9fca3f1cc7c5,585cad94-89a4-47ff-8bd5-5e2c5fba7239,89.599724,Recording date: 2019-06-04 (UTC),6,23,39
2,dc5da1d2-374c-48c8-823d-9fca3f1cc7c5,7efefc82-eb49-490b-b153-f16fd1b6ce5a,88.14871,Recording date: 2018-11-07 (UTC),11,16,70
2,e8b1d897-c2b6-40cd-8aa9-ae8e777db90f,9d10024b-4edd-44cc-9c61-d52dea3aa0fe,52.492954,Recording date: 2018-11-08 (UTC),11,16,33
2,e8b1d897-c2b6-40cd-8aa9-ae8e777db90f,a4197b60-7d19-4598-96df-344c8cbcd421,118.465996,Recording date: 2019-02-25 (UTC),2,19,81
2,eb361b6f-a16a-40a0-b0c1-77fe46f03110,0749c5a2-1207-45c5-91a5-c2bb95f6787b,27.303236,Recording date: 2019-05-30 (UTC),5,22,5
2,eb361b6f-a16a-40a0-b0c1-77fe46f03110,52767863-17df-44de-8780-04a7d04eb4f9,39.378113,Recording date: 2018-11-07 (UTC),11,16,22
2,eb361b6f-a16a-40a0-b0c1-77fe46f03110,cda73eff-7966-48a0-b824-254b18043abc,15.795269,Recording date: 2019-02-25 (UTC),2,19,5
2,fecd8904-a307-4586-9d38-03cf99b472a4,4603cf6f-2036-428c-b221-7b1f601d6ece,128.10495,Recording date: 2019-03-12 (UTC),3,20,84
2,fecd8904-a307-4586-9d38-03cf99b472a4,76752db0-1154-41b5-b835-bcbf8a2813e0,131.33282,Recording date: 2019-05-29 (UTC),5,22,80
2,c53d7eb3-b846-4723-999a-47bf49d9864d,8ad8dcaa-735f-45f9-b174-8ffe866322a0,97.145294,Recording date: 2019-05-29 (UTC),5,22,50
2,c53d7eb3-b846-4723-999a-47bf49d9864d,adede922-7640-40fc-a5ed-b30bc848c141,73.68971,Recording date: 2019-03-12 (UTC),3,20,37
2,0300fa6d-8f1b-4798-89cb-1e0e811e9885,1a96b200-d4bf-4fe4-9712-6c6ebd220b4f,101.81637,Recording date: 2019-05-30 (UTC),5,22,55
2,0300fa6d-8f1b-4798-89cb-1e0e811e9885,9d70b51f-c765-40f0-86c9-cc038befa0cc,72.74292,Recording date: 2018-11-06 (UTC),11,16,54
2,0300fa6d-8f1b-4798-89cb-1e0e811e9885,bff1966d-f84f-47ce-a625-c2d9c7a7193f,96.94733,Recording date: 2019-02-26 (UTC),2,19,63
2,0d7a8246-6aed-471a-8f40-250ea608e846,53a9909f-b8bb-4cc3-81e8-775e9acfc92d,119.84733,Recording date: 2019-02-27 (UTC),2,19,82
2,0d7a8246-6aed-471a-8f40-250ea608e846,cfd251ba-d281-4f9c-a38d-40e4a2e6c760,121.134995,Recording date: 2019-06-04 (UTC),6,23,68
2,0d7a8246-6aed-471a-8f40-250ea608e846,e8c7e562-96eb-49e4-a874-8074b16582e7,105.72832,Recording date: 2018-11-06 (UTC),11,16,84
2,0dd630b3-2ff3-4358-993e-14a09737cba8,0266d495-4ca3-41d7-b5eb-68f5194c3422,20.532404,Recording date: 2019-02-26 (UTC),2,19,7
2,0dd630b3-2ff3-4358-993e-14a09737cba8,3507882f-6737-4c60-93c4-fdd22129bac2,26.292843,Recording date: 2018-11-06 (UTC),11,16,13
2,0dd630b3-2ff3-4358-993e-14a09737cba8,ed4c424a-1182-4ad5-a3fd-17776300e515,78.09587,Recording date: 2019-05-30 (UTC),5,22,33
2,0e2bea4b-bf11-4140-889e-a2568c67db29,0b784a03-33f2-4d03-b12a-9da4ccccb4f2,72.28167,Recording date: 2019-05-30 (UTC),5,22,28
2,0e2bea4b-bf11-4140-889e-a2568c67db29,36a9c69b-0b27-49be-bb48-50646273381d,59.129707,Recording date: 2018-11-06 (UTC),11,16,40
2,0e2bea4b-bf11-4140-889e-a2568c67db29,fdf34a94-5a5f-45d1-a0f3-3a17c5b63e94,75.54745,Recording date: 2019-02-26 (UTC),2,19,43
2,11b79364-e3a9-4159-a9f2-ab025ef43d20,63998b4a-d975-4b58-94c1-388c5c61a033,171.14409,Recording date: 2019-05-29 (UTC),5,22,97
2,11b79364-e3a9-4159-a9f2-ab025ef43d20,92ff2a64-7936-41a1-92e7-e1b0a6d20d77,153.80687,Recording date: 2019-03-12 (UTC),3,20,95
2,11b79364-e3a9-4159-a9f2-ab025ef43d20,a1653095-5480-40b2-9be1-fc112c647261,156.21347,Recording date: 2018-11-06 (UTC),11,16,100
2,231907a6-7ce5-467f-a415-7a697b874087,166f1e7a-b57b-42f3-b0b1-85c72ea6cb21,45.89774,Recording date: 2018-11-06 (UTC),11,16,27
2,231907a6-7ce5-467f-a415-7a697b874087,8fc97e89-6d48-4f91-9194-4548c3c59897,61.85535,Recording date: 2019-02-26 (UTC),2,19,30
2,231907a6-7ce5-467f-a415-7a697b874087,a8d34833-a70f-41c6-8b6a-8171938ce2fd,113.413025,Recording date: 2019-05-30 (UTC),5,22,65
2,2eba164e-ede5-4ed1-9dce-8e834f46ca4f,243d9518-8aeb-455b-90b7-878ad5a3f540,33.076317,Recording date: 2018-11-07 (UTC),11,16,17
2,2eba164e-ede5-4ed1-9dce-8e834f46ca4f,42a78eb6-3e44-4f71-91d6-e4de79e5261c,42.301033,Recording date: 2019-05-29 (UTC),5,22,10
2,2eba164e-ede5-4ed1-9dce-8e834f46ca4f,dc94155e-941a-47fb-af14-2313123d3863,13.981618,Recording date: 2019-02-27 (UTC),2,19,5
2,3aaf8144-d967-47ab-83d0-10d752c0b31d,1273eadc-7402-41e8-a818-3bf4d3be7071,20.564775,Recording date: 2018-11-06 (UTC),11,16,10
2,3aaf8144-d967-47ab-83d0-10d752c0b31d,3f69fc55-ed03-4480-94af-6ed7a5b30e81,22.996563,Recording date: 2019-02-27 (UTC),2,19,7
2,3aaf8144-d967-47ab-83d0-10d752c0b31d,8473b188-b9ff-45cd-a30d-4f642be81e30,23.759136,Recording date: 2019-05-29 (UTC),5,22,4
2,4318b372-1335-4047-ad54-bb27229aa762,122740f6-ccc8-4653-90db-4de39349e547,37.712257,Recording date: 2019-02-27 (UTC),2,19,13
2,4318b372-1335-4047-ad54-bb27229aa762,ae1857f9-1d50-49a0-8734-19ca4e533738,42.515194,Recording date: 2018-11-06 (UTC),11,16,24
2,45c45168-4bb9-43ab-aaa4-d73ed114b5c0,5b02686a-1802-4a35-9456-63ecacd0ce7a,55.419003,Recording date: 2019-05-30 (UTC),5,22,16
2,45c45168-4bb9-43ab-aaa4-d73ed114b5c0,5d62a176-c37b-4aa4-92fd-94b51ed8056f,39.11701,Recording date: 2019-02-27 (UTC),2,19,14
2,45c45168-4bb9-43ab-aaa4-d73ed114b5c0,c765b383-dbbd-4a0f-87fc-b15dce64a160,53.06718,Recording date: 2018-11-06 (UTC),11,16,34
2,5412e8d1-2293-4408-bd35-029f1819e4b1,241c2117-2eba-48c5-bf7c-8a2506ca8cca,199.39192,Recording date: 2019-05-30 (UTC),5,22,100
2,5412e8d1-2293-4408-bd35-029f1819e4b1,282e047b-e508-45c1-9e34-de4eea7ae379,150.06757,Recording date: 2019-02-27 (UTC),2,19,95
2,5412e8d1-2293-4408-bd35-029f1819e4b1,3553d72d-826e-424b-8049-bca3648fe949,98.37539,Recording date: 2018-11-06 (UTC),11,16,79
